 (1, 0, 0, 0, 0, 0, 0), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6) 
 (47/84, 19/84, 5/84, 13/42, 1/7, -1/42, -23/84), (19/84, 67/420, 53/420, 37/210, 1/7, 23/210, 5/84), (5/84, 53/420, 67/420, 23/210, 1/7, 37/210, 19/84), (13/42, 37/210, 23/210, 22/105, 1/7, 8/105, -1/42), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (-1/42, 23/210, 37/210, 8/105, 1/7, 22/105, 13/42), (-23/84, 5/84, 19/84, -1/42, 1/7, 13/42, 47/84) 
 (47/87, 14/87, 25/87, 25/87, 1/29, -19/87, -8/87), (14/87, 25/174, 13/87, 13/87, 4/29, 11/87, 23/174), (25/87, 13/87, 17/87, 17/87, 3/29, 1/87, 5/87), (25/87, 13/87, 17/87, 17/87, 3/29, 1/87, 5/87), (1/29, 4/29, 3/29, 3/29, 5/29, 7/29, 6/29), (-19/87, 11/87, 1/87, 1/87, 7/29, 41/87, 31/87), (-8/87, 23/174, 5/87, 5/87, 6/29, 31/87, 49/174) 
 (47/87, 25/87, 1/29, 14/87, -19/87, 25/87, -8/87), (25/87, 17/87, 3/29, 13/87, 1/87, 17/87, 5/87), (1/29, 3/29, 5/29, 4/29, 7/29, 3/29, 6/29), (14/87, 13/87, 4/29, 25/174, 11/87, 13/87, 23/174), (-19/87, 1/87, 7/29, 11/87, 41/87, 1/87, 31/87), (25/87, 17/87, 3/29, 13/87, 1/87, 17/87, 5/87), (-8/87, 5/87, 6/29, 23/174, 31/87, 5/87, 49/174) 
 (47/87, 25/87, 1/29, 14/87, 25/87, -19/87, -8/87), (25/87, 17/87, 3/29, 13/87, 17/87, 1/87, 5/87), (1/29, 3/29, 5/29, 4/29, 3/29, 7/29, 6/29), (14/87, 13/87, 4/29, 25/174, 13/87, 11/87, 23/174), (25/87, 17/87, 3/29, 13/87, 17/87, 1/87, 5/87), (-19/87, 1/87, 7/29, 11/87, 1/87, 41/87, 31/87), (-8/87, 5/87, 6/29, 23/174, 5/87, 31/87, 49/174) 
 (47/87, 25/87, 1/29, 14/87, 25/87, -8/87, -19/87), (25/87, 17/87, 3/29, 13/87, 17/87, 5/87, 1/87), (1/29, 3/29, 5/29, 4/29, 3/29, 6/29, 7/29), (14/87, 13/87, 4/29, 25/174, 13/87, 23/174, 11/87), (25/87, 17/87, 3/29, 13/87, 17/87, 5/87, 1/87), (-8/87, 5/87, 6/29, 23/174, 5/87, 49/174, 31/87), (-19/87, 1/87, 7/29, 11/87, 1/87, 31/87, 41/87) 
 (47/87, 25/87, 1/29, 14/87, -8/87, 25/87, -19/87), (25/87, 17/87, 3/29, 13/87, 5/87, 17/87, 1/87), (1/29, 3/29, 5/29, 4/29, 6/29, 3/29, 7/29), (14/87, 13/87, 4/29, 25/174, 23/174, 13/87, 11/87), (-8/87, 5/87, 6/29, 23/174, 49/174, 5/87, 31/87), (25/87, 17/87, 3/29, 13/87, 5/87, 17/87, 1/87), (-19/87, 1/87, 7/29, 11/87, 31/87, 1/87, 41/87) 
 (47/87, 25/87, 1/29, 25/87, 14/87, -8/87, -19/87), (25/87, 17/87, 3/29, 17/87, 13/87, 5/87, 1/87), (1/29, 3/29, 5/29, 3/29, 4/29, 6/29, 7/29), (25/87, 17/87, 3/29, 17/87, 13/87, 5/87, 1/87), (14/87, 13/87, 4/29, 13/87, 25/174, 23/174, 11/87), (-8/87, 5/87, 6/29, 5/87, 23/174, 49/174, 31/87), (-19/87, 1/87, 7/29, 1/87, 11/87, 31/87, 41/87) 
 (47/87, 25/87, 14/87, 1/29, -19/87, 25/87, -8/87), (25/87, 17/87, 13/87, 3/29, 1/87, 17/87, 5/87), (14/87, 13/87, 25/174, 4/29, 11/87, 13/87, 23/174), (1/29, 3/29, 4/29, 5/29, 7/29, 3/29, 6/29), (-19/87, 1/87, 11/87, 7/29, 41/87, 1/87, 31/87), (25/87, 17/87, 13/87, 3/29, 1/87, 17/87, 5/87), (-8/87, 5/87, 23/174, 6/29, 31/87, 5/87, 49/174) 
 (47/87, 25/87, 14/87, 1/29, 25/87, -19/87, -8/87), (25/87, 17/87, 13/87, 3/29, 17/87, 1/87, 5/87), (14/87, 13/87, 25/174, 4/29, 13/87, 11/87, 23/174), (1/29, 3/29, 4/29, 5/29, 3/29, 7/29, 6/29), (25/87, 17/87, 13/87, 3/29, 17/87, 1/87, 5/87), (-19/87, 1/87, 11/87, 7/29, 1/87, 41/87, 31/87), (-8/87, 5/87, 23/174, 6/29, 5/87, 31/87, 49/174) 
 (47/87, 25/87, 14/87, 1/29, 25/87, -8/87, -19/87), (25/87, 17/87, 13/87, 3/29, 17/87, 5/87, 1/87), (14/87, 13/87, 25/174, 4/29, 13/87, 23/174, 11/87), (1/29, 3/29, 4/29, 5/29, 3/29, 6/29, 7/29), (25/87, 17/87, 13/87, 3/29, 17/87, 5/87, 1/87), (-8/87, 5/87, 23/174, 6/29, 5/87, 49/174, 31/87), (-19/87, 1/87, 11/87, 7/29, 1/87, 31/87, 41/87) 
 (47/87, 25/87, 14/87, 1/29, -8/87, 25/87, -19/87), (25/87, 17/87, 13/87, 3/29, 5/87, 17/87, 1/87), (14/87, 13/87, 25/174, 4/29, 23/174, 13/87, 11/87), (1/29, 3/29, 4/29, 5/29, 6/29, 3/29, 7/29), (-8/87, 5/87, 23/174, 6/29, 49/174, 5/87, 31/87), (25/87, 17/87, 13/87, 3/29, 5/87, 17/87, 1/87), (-19/87, 1/87, 11/87, 7/29, 31/87, 1/87, 41/87) 
 (47/87, 25/87, 14/87, 25/87, 1/29, -19/87, -8/87), (25/87, 17/87, 13/87, 17/87, 3/29, 1/87, 5/87), (14/87, 13/87, 25/174, 13/87, 4/29, 11/87, 23/174), (25/87, 17/87, 13/87, 17/87, 3/29, 1/87, 5/87), (1/29, 3/29, 4/29, 3/29, 5/29, 7/29, 6/29), (-19/87, 1/87, 11/87, 1/87, 7/29, 41/87, 31/87), (-8/87, 5/87, 23/174, 5/87, 6/29, 31/87, 49/174) 
 (47/87, 25/87, 14/87, 25/87, 1/29, -8/87, -19/87), (25/87, 17/87, 13/87, 17/87, 3/29, 5/87, 1/87), (14/87, 13/87, 25/174, 13/87, 4/29, 23/174, 11/87), (25/87, 17/87, 13/87, 17/87, 3/29, 5/87, 1/87), (1/29, 3/29, 4/29, 3/29, 5/29, 6/29, 7/29), (-8/87, 5/87, 23/174, 5/87, 6/29, 49/174, 31/87), (-19/87, 1/87, 11/87, 1/87, 7/29, 31/87, 41/87) 
 (47/87, 25/87, 14/87, 25/87, -8/87, 1/29, -19/87), (25/87, 17/87, 13/87, 17/87, 5/87, 3/29, 1/87), (14/87, 13/87, 25/174, 13/87, 23/174, 4/29, 11/87), (25/87, 17/87, 13/87, 17/87, 5/87, 3/29, 1/87), (-8/87, 5/87, 23/174, 5/87, 49/174, 6/29, 31/87), (1/29, 3/29, 4/29, 3/29, 6/29, 5/29, 7/29), (-19/87, 1/87, 11/87, 1/87, 31/87, 7/29, 41/87) 
 (47/87, 25/87, 14/87, -8/87, 25/87, 1/29, -19/87), (25/87, 17/87, 13/87, 5/87, 17/87, 3/29, 1/87), (14/87, 13/87, 25/174, 23/174, 13/87, 4/29, 11/87), (-8/87, 5/87, 23/174, 49/174, 5/87, 6/29, 31/87), (25/87, 17/87, 13/87, 5/87, 17/87, 3/29, 1/87), (1/29, 3/29, 4/29, 6/29, 3/29, 5/29, 7/29), (-19/87, 1/87, 11/87, 31/87, 1/87, 7/29, 41/87) 
 (47/87, 25/87, 25/87, 1/29, 14/87, -8/87, -19/87), (25/87, 17/87, 17/87, 3/29, 13/87, 5/87, 1/87), (25/87, 17/87, 17/87, 3/29, 13/87, 5/87, 1/87), (1/29, 3/29, 3/29, 5/29, 4/29, 6/29, 7/29), (14/87, 13/87, 13/87, 4/29, 25/174, 23/174, 11/87), (-8/87, 5/87, 5/87, 6/29, 23/174, 49/174, 31/87), (-19/87, 1/87, 1/87, 7/29, 11/87, 31/87, 41/87) 
 (47/87, 25/87, 25/87, 14/87, 1/29, -8/87, -19/87), (25/87, 17/87, 17/87, 13/87, 3/29, 5/87, 1/87), (25/87, 17/87, 17/87, 13/87, 3/29, 5/87, 1/87), (14/87, 13/87, 13/87, 25/174, 4/29, 23/174, 11/87), (1/29, 3/29, 3/29, 4/29, 5/29, 6/29, 7/29), (-8/87, 5/87, 5/87, 23/174, 6/29, 49/174, 31/87), (-19/87, 1/87, 1/87, 11/87, 7/29, 31/87, 41/87) 
 (47/87, 25/87, 25/87, 14/87, -8/87, 1/29, -19/87), (25/87, 17/87, 17/87, 13/87, 5/87, 3/29, 1/87), (25/87, 17/87, 17/87, 13/87, 5/87, 3/29, 1/87), (14/87, 13/87, 13/87, 25/174, 23/174, 4/29, 11/87), (-8/87, 5/87, 5/87, 23/174, 49/174, 6/29, 31/87), (1/29, 3/29, 3/29, 4/29, 6/29, 5/29, 7/29), (-19/87, 1/87, 1/87, 11/87, 31/87, 7/29, 41/87) 
 (49/101, 27/101, 38/101, 5/101, 5/101, -6/101, -17/101), (27/101, 19/101, 23/101, 11/101, 11/101, 7/101, 3/101), (38/101, 23/101, 61/202, 8/101, 8/101, 1/202, -7/101), (5/101, 11/101, 8/101, 17/101, 17/101, 20/101, 23/101), (5/101, 11/101, 8/101, 17/101, 17/101, 20/101, 23/101), (-6/101, 7/101, 1/202, 20/101, 20/101, 53/202, 33/101), (-17/101, 3/101, -7/101, 23/101, 23/101, 33/101, 43/101) 
 (49/101, 27/101, 38/101, 5/101, -6/101, 5/101, -17/101), (27/101, 19/101, 23/101, 11/101, 7/101, 11/101, 3/101), (38/101, 23/101, 61/202, 8/101, 1/202, 8/101, -7/101), (5/101, 11/101, 8/101, 17/101, 20/101, 17/101, 23/101), (-6/101, 7/101, 1/202, 20/101, 53/202, 20/101, 33/101), (5/101, 11/101, 8/101, 17/101, 20/101, 17/101, 23/101), (-17/101, 3/101, -7/101, 23/101, 33/101, 23/101, 43/101) 
 (49/101, 27/101, 5/101, 38/101, 5/101, -6/101, -17/101), (27/101, 19/101, 11/101, 23/101, 11/101, 7/101, 3/101), (5/101, 11/101, 17/101, 8/101, 17/101, 20/101, 23/101), (38/101, 23/101, 8/101, 61/202, 8/101, 1/202, -7/101), (5/101, 11/101, 17/101, 8/101, 17/101, 20/101, 23/101), (-6/101, 7/101, 20/101, 1/202, 20/101, 53/202, 33/101), (-17/101, 3/101, 23/101, -7/101, 23/101, 33/101, 43/101) 
 (49/101, 27/101, 5/101, 38/101, -6/101, 5/101, -17/101), (27/101, 19/101, 11/101, 23/101, 7/101, 11/101, 3/101), (5/101, 11/101, 17/101, 8/101, 20/101, 17/101, 23/101), (38/101, 23/101, 8/101, 61/202, 1/202, 8/101, -7/101), (-6/101, 7/101, 20/101, 1/202, 53/202, 20/101, 33/101), (5/101, 11/101, 17/101, 8/101, 20/101, 17/101, 23/101), (-17/101, 3/101, 23/101, -7/101, 33/101, 23/101, 43/101) 
 (49/101, 27/101, 5/101, 5/101, 38/101, -6/101, -17/101), (27/101, 19/101, 11/101, 11/101, 23/101, 7/101, 3/101), (5/101, 11/101, 17/101, 17/101, 8/101, 20/101, 23/101), (5/101, 11/101, 17/101, 17/101, 8/101, 20/101, 23/101), (38/101, 23/101, 8/101, 8/101, 61/202, 1/202, -7/101), (-6/101, 7/101, 20/101, 20/101, 1/202, 53/202, 33/101), (-17/101, 3/101, 23/101, 23/101, -7/101, 33/101, 43/101) 
 (49/101, 38/101, 27/101, 5/101, 5/101, -17/101, -6/101), (38/101, 61/202, 23/101, 8/101, 8/101, -7/101, 1/202), (27/101, 23/101, 19/101, 11/101, 11/101, 3/101, 7/101), (5/101, 8/101, 11/101, 17/101, 17/101, 23/101, 20/101), (5/101, 8/101, 11/101, 17/101, 17/101, 23/101, 20/101), (-17/101, -7/101, 3/101, 23/101, 23/101, 43/101, 33/101), (-6/101, 1/202, 7/101, 20/101, 20/101, 33/101, 53/202) 
 (49/101, 38/101, 27/101, 5/101, 5/101, -6/101, -17/101), (38/101, 61/202, 23/101, 8/101, 8/101, 1/202, -7/101), (27/101, 23/101, 19/101, 11/101, 11/101, 7/101, 3/101), (5/101, 8/101, 11/101, 17/101, 17/101, 20/101, 23/101), (5/101, 8/101, 11/101, 17/101, 17/101, 20/101, 23/101), (-6/101, 1/202, 7/101, 20/101, 20/101, 53/202, 33/101), (-17/101, -7/101, 3/101, 23/101, 23/101, 33/101, 43/101) 
 (49/101, 38/101, 27/101, 5/101, -6/101, 5/101, -17/101), (38/101, 61/202, 23/101, 8/101, 1/202, 8/101, -7/101), (27/101, 23/101, 19/101, 11/101, 7/101, 11/101, 3/101), (5/101, 8/101, 11/101, 17/101, 20/101, 17/101, 23/101), (-6/101, 1/202, 7/101, 20/101, 53/202, 20/101, 33/101), (5/101, 8/101, 11/101, 17/101, 20/101, 17/101, 23/101), (-17/101, -7/101, 3/101, 23/101, 33/101, 23/101, 43/101) 
 (49/101, 38/101, 27/101, -6/101, 5/101, 5/101, -17/101), (38/101, 61/202, 23/101, 1/202, 8/101, 8/101, -7/101), (27/101, 23/101, 19/101, 7/101, 11/101, 11/101, 3/101), (-6/101, 1/202, 7/101, 53/202, 20/101, 20/101, 33/101), (5/101, 8/101, 11/101, 20/101, 17/101, 17/101, 23/101), (5/101, 8/101, 11/101, 20/101, 17/101, 17/101, 23/101), (-17/101, -7/101, 3/101, 33/101, 23/101, 23/101, 43/101) 
 (49/101, 38/101, 5/101, 27/101, -17/101, 5/101, -6/101), (38/101, 61/202, 8/101, 23/101, -7/101, 8/101, 1/202), (5/101, 8/101, 17/101, 11/101, 23/101, 17/101, 20/101), (27/101, 23/101, 11/101, 19/101, 3/101, 11/101, 7/101), (-17/101, -7/101, 23/101, 3/101, 43/101, 23/101, 33/101), (5/101, 8/101, 17/101, 11/101, 23/101, 17/101, 20/101), (-6/101, 1/202, 20/101, 7/101, 33/101, 20/101, 53/202) 
 (49/101, 38/101, -6/101, 27/101, 5/101, 5/101, -17/101), (38/101, 61/202, 1/202, 23/101, 8/101, 8/101, -7/101), (-6/101, 1/202, 53/202, 7/101, 20/101, 20/101, 33/101), (27/101, 23/101, 7/101, 19/101, 11/101, 11/101, 3/101), (5/101, 8/101, 20/101, 11/101, 17/101, 17/101, 23/101), (5/101, 8/101, 20/101, 11/101, 17/101, 17/101, 23/101), (-17/101, -7/101, 33/101, 3/101, 23/101, 23/101, 43/101) 
 (49/101, 5/101, 27/101, 38/101, -6/101, -17/101, 5/101), (5/101, 17/101, 11/101, 8/101, 20/101, 23/101, 17/101), (27/101, 11/101, 19/101, 23/101, 7/101, 3/101, 11/101), (38/101, 8/101, 23/101, 61/202, 1/202, -7/101, 8/101), (-6/101, 20/101, 7/101, 1/202, 53/202, 33/101, 20/101), (-17/101, 23/101, 3/101, -7/101, 33/101, 43/101, 23/101), (5/101, 17/101, 11/101, 8/101, 20/101, 23/101, 17/101) 
 (49/101, 5/101, 38/101, 27/101, -17/101, 5/101, -6/101), (5/101, 17/101, 8/101, 11/101, 23/101, 17/101, 20/101), (38/101, 8/101, 61/202, 23/101, -7/101, 8/101, 1/202), (27/101, 11/101, 23/101, 19/101, 3/101, 11/101, 7/101), (-17/101, 23/101, -7/101, 3/101, 43/101, 23/101, 33/101), (5/101, 17/101, 8/101, 11/101, 23/101, 17/101, 20/101), (-6/101, 20/101, 1/202, 7/101, 33/101, 20/101, 53/202) 
 (49/118, 17/59, 17/59, 19/118, 2/59, -13/59, 2/59), (17/59, 13/59, 13/59, 9/59, 5/59, -3/59, 5/59), (17/59, 13/59, 13/59, 9/59, 5/59, -3/59, 5/59), (19/118, 9/59, 9/59, 17/118, 8/59, 7/59, 8/59), (2/59, 5/59, 5/59, 8/59, 11/59, 17/59, 11/59), (-13/59, -3/59, -3/59, 7/59, 17/59, 37/59, 17/59), (2/59, 5/59, 5/59, 8/59, 11/59, 17/59, 11/59) 
 (49/118, 17/59, 17/59, 19/118, 2/59, 2/59, -13/59), (17/59, 13/59, 13/59, 9/59, 5/59, 5/59, -3/59), (17/59, 13/59, 13/59, 9/59, 5/59, 5/59, -3/59), (19/118, 9/59, 9/59, 17/118, 8/59, 8/59, 7/59), (2/59, 5/59, 5/59, 8/59, 11/59, 11/59, 17/59), (2/59, 5/59, 5/59, 8/59, 11/59, 11/59, 17/59), (-13/59, -3/59, -3/59, 7/59, 17/59, 17/59, 37/59) 
 (49/118, 17/59, 17/59, 2/59, 19/118, -13/59, 2/59), (17/59, 13/59, 13/59, 5/59, 9/59, -3/59, 5/59), (17/59, 13/59, 13/59, 5/59, 9/59, -3/59, 5/59), (2/59, 5/59, 5/59, 11/59, 8/59, 17/59, 11/59), (19/118, 9/59, 9/59, 8/59, 17/118, 7/59, 8/59), (-13/59, -3/59, -3/59, 17/59, 7/59, 37/59, 17/59), (2/59, 5/59, 5/59, 11/59, 8/59, 17/59, 11/59) 
 (49/118, 17/59, 17/59, 2/59, 19/118, 2/59, -13/59), (17/59, 13/59, 13/59, 5/59, 9/59, 5/59, -3/59), (17/59, 13/59, 13/59, 5/59, 9/59, 5/59, -3/59), (2/59, 5/59, 5/59, 11/59, 8/59, 11/59, 17/59), (19/118, 9/59, 9/59, 8/59, 17/118, 8/59, 7/59), (2/59, 5/59, 5/59, 11/59, 8/59, 11/59, 17/59), (-13/59, -3/59, -3/59, 17/59, 7/59, 17/59, 37/59) 
 (49/118, 17/59, 17/59, 2/59, 2/59, 19/118, -13/59), (17/59, 13/59, 13/59, 5/59, 5/59, 9/59, -3/59), (17/59, 13/59, 13/59, 5/59, 5/59, 9/59, -3/59), (2/59, 5/59, 5/59, 11/59, 11/59, 8/59, 17/59), (2/59, 5/59, 5/59, 11/59, 11/59, 8/59, 17/59), (19/118, 9/59, 9/59, 8/59, 8/59, 17/118, 7/59), (-13/59, -3/59, -3/59, 17/59, 17/59, 7/59, 37/59) 
 (49/118, 17/59, 2/59, -13/59, 17/59, 19/118, 2/59), (17/59, 13/59, 5/59, -3/59, 13/59, 9/59, 5/59), (2/59, 5/59, 11/59, 17/59, 5/59, 8/59, 11/59), (-13/59, -3/59, 17/59, 37/59, -3/59, 7/59, 17/59), (17/59, 13/59, 5/59, -3/59, 13/59, 9/59, 5/59), (19/118, 9/59, 8/59, 7/59, 9/59, 17/118, 8/59), (2/59, 5/59, 11/59, 17/59, 5/59, 8/59, 11/59) 
 (49/118, 17/59, 2/59, 17/59, -13/59, 19/118, 2/59), (17/59, 13/59, 5/59, 13/59, -3/59, 9/59, 5/59), (2/59, 5/59, 11/59, 5/59, 17/59, 8/59, 11/59), (17/59, 13/59, 5/59, 13/59, -3/59, 9/59, 5/59), (-13/59, -3/59, 17/59, -3/59, 37/59, 7/59, 17/59), (19/118, 9/59, 8/59, 9/59, 7/59, 17/118, 8/59), (2/59, 5/59, 11/59, 5/59, 17/59, 8/59, 11/59) 
 (49/118, 17/59, 2/59, 17/59, 19/118, -13/59, 2/59), (17/59, 13/59, 5/59, 13/59, 9/59, -3/59, 5/59), (2/59, 5/59, 11/59, 5/59, 8/59, 17/59, 11/59), (17/59, 13/59, 5/59, 13/59, 9/59, -3/59, 5/59), (19/118, 9/59, 8/59, 9/59, 17/118, 7/59, 8/59), (-13/59, -3/59, 17/59, -3/59, 7/59, 37/59, 17/59), (2/59, 5/59, 11/59, 5/59, 8/59, 17/59, 11/59) 
 (49/118, 17/59, 2/59, 17/59, 19/118, 2/59, -13/59), (17/59, 13/59, 5/59, 13/59, 9/59, 5/59, -3/59), (2/59, 5/59, 11/59, 5/59, 8/59, 11/59, 17/59), (17/59, 13/59, 5/59, 13/59, 9/59, 5/59, -3/59), (19/118, 9/59, 8/59, 9/59, 17/118, 8/59, 7/59), (2/59, 5/59, 11/59, 5/59, 8/59, 11/59, 17/59), (-13/59, -3/59, 17/59, -3/59, 7/59, 17/59, 37/59) 
 (49/118, 17/59, 2/59, 17/59, 2/59, 19/118, -13/59), (17/59, 13/59, 5/59, 13/59, 5/59, 9/59, -3/59), (2/59, 5/59, 11/59, 5/59, 11/59, 8/59, 17/59), (17/59, 13/59, 5/59, 13/59, 5/59, 9/59, -3/59), (2/59, 5/59, 11/59, 5/59, 11/59, 8/59, 17/59), (19/118, 9/59, 8/59, 9/59, 8/59, 17/118, 7/59), (-13/59, -3/59, 17/59, -3/59, 17/59, 7/59, 37/59) 
 (49/118, 17/59, 23/236, 83/236, 2/59, -7/236, -37/236), (17/59, 13/59, 7/59, 15/59, 5/59, 3/59, -1/59), (23/236, 7/59, 71/472, 51/472, 19/118, 81/472, 91/472), (83/236, 15/59, 51/472, 143/472, 7/118, 5/472, -41/472), (2/59, 5/59, 19/118, 7/118, 11/59, 25/118, 31/118), (-7/236, 3/59, 81/472, 5/472, 25/118, 119/472, 157/472), (-37/236, -1/59, 91/472, -41/472, 31/118, 157/472, 223/472) 
 (49/118, 17/59, 83/236, 23/236, 2/59, -7/236, -37/236), (17/59, 13/59, 15/59, 7/59, 5/59, 3/59, -1/59), (83/236, 15/59, 143/472, 51/472, 7/118, 5/472, -41/472), (23/236, 7/59, 51/472, 71/472, 19/118, 81/472, 91/472), (2/59, 5/59, 7/118, 19/118, 11/59, 25/118, 31/118), (-7/236, 3/59, 5/472, 81/472, 25/118, 119/472, 157/472), (-37/236, -1/59, -41/472, 91/472, 31/118, 157/472, 223/472) 
 (49/118, 2/59, 17/59, 17/59, 19/118, 2/59, -13/59), (2/59, 11/59, 5/59, 5/59, 8/59, 11/59, 17/59), (17/59, 5/59, 13/59, 13/59, 9/59, 5/59, -3/59), (17/59, 5/59, 13/59, 13/59, 9/59, 5/59, -3/59), (19/118, 8/59, 9/59, 9/59, 17/118, 8/59, 7/59), (2/59, 11/59, 5/59, 5/59, 8/59, 11/59, 17/59), (-13/59, 17/59, -3/59, -3/59, 7/59, 17/59, 37/59) 
 (49/118, 83/236, 17/59, 2/59, 23/236, -7/236, -37/236), (83/236, 143/472, 15/59, 7/118, 51/472, 5/472, -41/472), (17/59, 15/59, 13/59, 5/59, 7/59, 3/59, -1/59), (2/59, 7/118, 5/59, 11/59, 19/118, 25/118, 31/118), (23/236, 51/472, 7/59, 19/118, 71/472, 81/472, 91/472), (-7/236, 5/472, 3/59, 25/118, 81/472, 119/472, 157/472), (-37/236, -41/472, -1/59, 31/118, 91/472, 157/472, 223/472) 
 (49/118, 83/236, 17/59, 23/236, 2/59, -7/236, -37/236), (83/236, 143/472, 15/59, 51/472, 7/118, 5/472, -41/472), (17/59, 15/59, 13/59, 7/59, 5/59, 3/59, -1/59), (23/236, 51/472, 7/59, 71/472, 19/118, 81/472, 91/472), (2/59, 7/118, 5/59, 19/118, 11/59, 25/118, 31/118), (-7/236, 5/472, 3/59, 81/472, 25/118, 119/472, 157/472), (-37/236, -41/472, -1/59, 91/472, 31/118, 157/472, 223/472) 
 (49/118, 83/236, 17/59, 23/236, -7/236, 2/59, -37/236), (83/236, 143/472, 15/59, 51/472, 5/472, 7/118, -41/472), (17/59, 15/59, 13/59, 7/59, 3/59, 5/59, -1/59), (23/236, 51/472, 7/59, 71/472, 81/472, 19/118, 91/472), (-7/236, 5/472, 3/59, 81/472, 119/472, 25/118, 157/472), (2/59, 7/118, 5/59, 19/118, 25/118, 11/59, 31/118), (-37/236, -41/472, -1/59, 91/472, 157/472, 31/118, 223/472) 
 (49/118, 83/236, 23/236, 17/59, -7/236, -37/236, 2/59), (83/236, 143/472, 51/472, 15/59, 5/472, -41/472, 7/118), (23/236, 51/472, 71/472, 7/59, 81/472, 91/472, 19/118), (17/59, 15/59, 7/59, 13/59, 3/59, -1/59, 5/59), (-7/236, 5/472, 81/472, 3/59, 119/472, 157/472, 25/118), (-37/236, -41/472, 91/472, -1/59, 157/472, 223/472, 31/118), (2/59, 7/118, 19/118, 5/59, 25/118, 31/118, 11/59) 
 (49/174, 31/87, 5/87, 23/174, 6/29, 5/87, -8/87), (31/87, 41/87, 1/87, 11/87, 7/29, 1/87, -19/87), (5/87, 1/87, 17/87, 13/87, 3/29, 17/87, 25/87), (23/174, 11/87, 13/87, 25/174, 4/29, 13/87, 14/87), (6/29, 7/29, 3/29, 4/29, 5/29, 3/29, 1/29), (5/87, 1/87, 17/87, 13/87, 3/29, 17/87, 25/87), (-8/87, -19/87, 25/87, 14/87, 1/29, 25/87, 47/87) 
 (49/174, 31/87, 5/87, 6/29, 23/174, 5/87, -8/87), (31/87, 41/87, 1/87, 7/29, 11/87, 1/87, -19/87), (5/87, 1/87, 17/87, 3/29, 13/87, 17/87, 25/87), (6/29, 7/29, 3/29, 5/29, 4/29, 3/29, 1/29), (23/174, 11/87, 13/87, 4/29, 25/174, 13/87, 14/87), (5/87, 1/87, 17/87, 3/29, 13/87, 17/87, 25/87), (-8/87, -19/87, 25/87, 1/29, 14/87, 25/87, 47/87) 
 (49/174, 31/87, 6/29, 5/87, 23/174, 5/87, -8/87), (31/87, 41/87, 7/29, 1/87, 11/87, 1/87, -19/87), (6/29, 7/29, 5/29, 3/29, 4/29, 3/29, 1/29), (5/87, 1/87, 3/29, 17/87, 13/87, 17/87, 25/87), (23/174, 11/87, 4/29, 13/87, 25/174, 13/87, 14/87), (5/87, 1/87, 3/29, 17/87, 13/87, 17/87, 25/87), (-8/87, -19/87, 1/29, 25/87, 14/87, 25/87, 47/87) 
 (49/174, 31/87, 6/29, 5/87, 5/87, 23/174, -8/87), (31/87, 41/87, 7/29, 1/87, 1/87, 11/87, -19/87), (6/29, 7/29, 5/29, 3/29, 3/29, 4/29, 1/29), (5/87, 1/87, 3/29, 17/87, 17/87, 13/87, 25/87), (5/87, 1/87, 3/29, 17/87, 17/87, 13/87, 25/87), (23/174, 11/87, 4/29, 13/87, 13/87, 25/174, 14/87), (-8/87, -19/87, 1/29, 25/87, 25/87, 14/87, 47/87) 
 (49/174, 5/87, 31/87, 23/174, 6/29, 5/87, -8/87), (5/87, 17/87, 1/87, 13/87, 3/29, 17/87, 25/87), (31/87, 1/87, 41/87, 11/87, 7/29, 1/87, -19/87), (23/174, 13/87, 11/87, 25/174, 4/29, 13/87, 14/87), (6/29, 3/29, 7/29, 4/29, 5/29, 3/29, 1/29), (5/87, 17/87, 1/87, 13/87, 3/29, 17/87, 25/87), (-8/87, 25/87, -19/87, 14/87, 1/29, 25/87, 47/87) 
 (49/174, 5/87, 31/87, 6/29, 23/174, 5/87, -8/87), (5/87, 17/87, 1/87, 3/29, 13/87, 17/87, 25/87), (31/87, 1/87, 41/87, 7/29, 11/87, 1/87, -19/87), (6/29, 3/29, 7/29, 5/29, 4/29, 3/29, 1/29), (23/174, 13/87, 11/87, 4/29, 25/174, 13/87, 14/87), (5/87, 17/87, 1/87, 3/29, 13/87, 17/87, 25/87), (-8/87, 25/87, -19/87, 1/29, 14/87, 25/87, 47/87) 
 (49/262, 38/131, 20/131, 20/131, 31/262, 11/131, 2/131), (38/131, 83/131, 23/131, 23/131, 8/131, -7/131, -37/131), (20/131, 23/131, 19/131, 19/131, 18/131, 17/131, 15/131), (20/131, 23/131, 19/131, 19/131, 18/131, 17/131, 15/131), (31/262, 8/131, 18/131, 18/131, 41/262, 23/131, 28/131), (11/131, -7/131, 17/131, 17/131, 23/131, 29/131, 41/131), (2/131, -37/131, 15/131, 15/131, 28/131, 41/131, 67/131) 
