 (1, 0, 0, 0, 0, 0, 0), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6) 
 (243/332, 95/332, 21/332, 29/166, -4/83, 21/332, -45/166), (95/332, 59/332, 41/332, 25/166, 8/83, 41/332, 7/166), (21/332, 41/332, 51/332, 23/166, 14/83, 51/332, 33/166), (29/166, 25/166, 23/166, 12/83, 11/83, 23/166, 10/83), (-4/83, 8/83, 14/83, 11/83, 17/83, 14/83, 23/83), (21/332, 41/332, 51/332, 23/166, 14/83, 51/332, 33/166), (-45/166, 7/166, 33/166, 10/83, 23/83, 33/166, 36/83) 
 (243/332, 95/332, 29/166, 21/332, 21/332, -4/83, -45/166), (95/332, 59/332, 25/166, 41/332, 41/332, 8/83, 7/166), (29/166, 25/166, 12/83, 23/166, 23/166, 11/83, 10/83), (21/332, 41/332, 23/166, 51/332, 51/332, 14/83, 33/166), (21/332, 41/332, 23/166, 51/332, 51/332, 14/83, 33/166), (-4/83, 8/83, 11/83, 14/83, 14/83, 17/83, 23/83), (-45/166, 7/166, 10/83, 33/166, 33/166, 23/83, 36/83) 
 (247/504, 53/126, 107/504, 37/504, 1/252, -11/168, -17/126), (53/126, 23/63, 25/126, 11/126, 2/63, -1/42, -5/63), (107/504, 25/126, 79/504, 65/504, 29/252, 17/168, 11/126), (37/504, 11/126, 65/504, 79/504, 43/252, 31/168, 25/126), (1/252, 2/63, 29/252, 43/252, 25/126, 19/84, 16/63), (-11/168, -1/42, 17/168, 31/168, 19/84, 15/56, 13/42), (-17/126, -5/63, 11/126, 25/126, 16/63, 13/42, 23/63) 
 (25/126, 16/63, 16/63, 2/63, 11/126, 1/7, 2/63), (16/63, 23/63, 23/63, -5/63, 2/63, 1/7, -5/63), (16/63, 23/63, 23/63, -5/63, 2/63, 1/7, -5/63), (2/63, -5/63, -5/63, 23/63, 16/63, 1/7, 23/63), (11/126, 2/63, 2/63, 16/63, 25/126, 1/7, 16/63), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (2/63, -5/63, -5/63, 23/63, 16/63, 1/7, 23/63) 
 (25/126, 16/63, 2/63, 11/126, 16/63, 1/7, 2/63), (16/63, 23/63, -5/63, 2/63, 23/63, 1/7, -5/63), (2/63, -5/63, 23/63, 16/63, -5/63, 1/7, 23/63), (11/126, 2/63, 16/63, 25/126, 2/63, 1/7, 16/63), (16/63, 23/63, -5/63, 2/63, 23/63, 1/7, -5/63), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (2/63, -5/63, 23/63, 16/63, -5/63, 1/7, 23/63) 
 (25/126, 16/63, 2/63, 16/63, 11/126, 1/7, 2/63), (16/63, 23/63, -5/63, 23/63, 2/63, 1/7, -5/63), (2/63, -5/63, 23/63, -5/63, 16/63, 1/7, 23/63), (16/63, 23/63, -5/63, 23/63, 2/63, 1/7, -5/63), (11/126, 2/63, 16/63, 2/63, 25/126, 1/7, 16/63), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (2/63, -5/63, 23/63, -5/63, 16/63, 1/7, 23/63) 
 (25/166, 17/83, 14/83, 11/83, 11/83, 19/166, 8/83), (17/83, 53/83, 29/83, 5/83, 5/83, -7/83, -19/83), (14/83, 29/83, 19/83, 9/83, 9/83, 4/83, -1/83), (11/83, 5/83, 9/83, 13/83, 13/83, 15/83, 17/83), (11/83, 5/83, 9/83, 13/83, 13/83, 15/83, 17/83), (19/166, -7/83, 4/83, 15/83, 15/83, 41/166, 26/83), (8/83, -19/83, -1/83, 17/83, 17/83, 26/83, 35/83) 
 (25/174, 13/87, 11/87, 14/87, 23/174, 13/87, 4/29), (13/87, 17/87, 1/87, 25/87, 5/87, 17/87, 3/29), (11/87, 1/87, 41/87, -19/87, 31/87, 1/87, 7/29), (14/87, 25/87, -19/87, 47/87, -8/87, 25/87, 1/29), (23/174, 5/87, 31/87, -8/87, 49/174, 5/87, 6/29), (13/87, 17/87, 1/87, 25/87, 5/87, 17/87, 3/29), (4/29, 3/29, 7/29, 1/29, 6/29, 3/29, 5/29) 
 (25/174, 13/87, 11/87, 23/174, 14/87, 13/87, 4/29), (13/87, 17/87, 1/87, 5/87, 25/87, 17/87, 3/29), (11/87, 1/87, 41/87, 31/87, -19/87, 1/87, 7/29), (23/174, 5/87, 31/87, 49/174, -8/87, 5/87, 6/29), (14/87, 25/87, -19/87, -8/87, 47/87, 25/87, 1/29), (13/87, 17/87, 1/87, 5/87, 25/87, 17/87, 3/29), (4/29, 3/29, 7/29, 6/29, 1/29, 3/29, 5/29) 
 (25/174, 13/87, 14/87, 11/87, 23/174, 13/87, 4/29), (13/87, 17/87, 25/87, 1/87, 5/87, 17/87, 3/29), (14/87, 25/87, 47/87, -19/87, -8/87, 25/87, 1/29), (11/87, 1/87, -19/87, 41/87, 31/87, 1/87, 7/29), (23/174, 5/87, -8/87, 31/87, 49/174, 5/87, 6/29), (13/87, 17/87, 25/87, 1/87, 5/87, 17/87, 3/29), (4/29, 3/29, 1/29, 7/29, 6/29, 3/29, 5/29) 
 (25/47, 1/47, 17/47, -7/47, 9/47, 9/47, -7/47), (1/47, 17/94, 7/94, 11/47, 6/47, 6/47, 11/47), (17/47, 7/94, 25/94, -1/47, 8/47, 8/47, -1/47), (-7/47, 11/47, -1/47, 17/47, 5/47, 5/47, 17/47), (9/47, 6/47, 8/47, 5/47, 7/47, 7/47, 5/47), (9/47, 6/47, 8/47, 5/47, 7/47, 7/47, 5/47), (-7/47, 11/47, -1/47, 17/47, 5/47, 5/47, 17/47) 
 (25/47, 1/47, 17/47, 9/47, -7/47, 9/47, -7/47), (1/47, 17/94, 7/94, 6/47, 11/47, 6/47, 11/47), (17/47, 7/94, 25/94, 8/47, -1/47, 8/47, -1/47), (9/47, 6/47, 8/47, 7/47, 5/47, 7/47, 5/47), (-7/47, 11/47, -1/47, 5/47, 17/47, 5/47, 17/47), (9/47, 6/47, 8/47, 7/47, 5/47, 7/47, 5/47), (-7/47, 11/47, -1/47, 5/47, 17/47, 5/47, 17/47) 
 (25/47, 1/47, 9/47, 17/47, -7/47, 9/47, -7/47), (1/47, 17/94, 6/47, 7/94, 11/47, 6/47, 11/47), (9/47, 6/47, 7/47, 8/47, 5/47, 7/47, 5/47), (17/47, 7/94, 8/47, 25/94, -1/47, 8/47, -1/47), (-7/47, 11/47, 5/47, -1/47, 17/47, 5/47, 17/47), (9/47, 6/47, 7/47, 8/47, 5/47, 7/47, 5/47), (-7/47, 11/47, 5/47, -1/47, 17/47, 5/47, 17/47) 
 (25/47, 17/47, 1/47, -7/47, 9/47, 9/47, -7/47), (17/47, 25/94, 7/94, -1/47, 8/47, 8/47, -1/47), (1/47, 7/94, 17/94, 11/47, 6/47, 6/47, 11/47), (-7/47, -1/47, 11/47, 17/47, 5/47, 5/47, 17/47), (9/47, 8/47, 6/47, 5/47, 7/47, 7/47, 5/47), (9/47, 8/47, 6/47, 5/47, 7/47, 7/47, 5/47), (-7/47, -1/47, 11/47, 17/47, 5/47, 5/47, 17/47) 
 (25/47, 17/47, 1/47, 9/47, -7/47, 9/47, -7/47), (17/47, 25/94, 7/94, 8/47, -1/47, 8/47, -1/47), (1/47, 7/94, 17/94, 6/47, 11/47, 6/47, 11/47), (9/47, 8/47, 6/47, 7/47, 5/47, 7/47, 5/47), (-7/47, -1/47, 11/47, 5/47, 17/47, 5/47, 17/47), (9/47, 8/47, 6/47, 7/47, 5/47, 7/47, 5/47), (-7/47, -1/47, 11/47, 5/47, 17/47, 5/47, 17/47) 
 (25/47, 17/47, 1/47, 9/47, 9/47, -7/47, -7/47), (17/47, 25/94, 7/94, 8/47, 8/47, -1/47, -1/47), (1/47, 7/94, 17/94, 6/47, 6/47, 11/47, 11/47), (9/47, 8/47, 6/47, 7/47, 7/47, 5/47, 5/47), (9/47, 8/47, 6/47, 7/47, 7/47, 5/47, 5/47), (-7/47, -1/47, 11/47, 5/47, 5/47, 17/47, 17/47), (-7/47, -1/47, 11/47, 5/47, 5/47, 17/47, 17/47) 
 (25/47, 17/47, 9/47, 1/47, -7/47, 9/47, -7/47), (17/47, 25/94, 8/47, 7/94, -1/47, 8/47, -1/47), (9/47, 8/47, 7/47, 6/47, 5/47, 7/47, 5/47), (1/47, 7/94, 6/47, 17/94, 11/47, 6/47, 11/47), (-7/47, -1/47, 5/47, 11/47, 17/47, 5/47, 17/47), (9/47, 8/47, 7/47, 6/47, 5/47, 7/47, 5/47), (-7/47, -1/47, 5/47, 11/47, 17/47, 5/47, 17/47) 
 (25/47, 17/47, 9/47, 1/47, 9/47, -7/47, -7/47), (17/47, 25/94, 8/47, 7/94, 8/47, -1/47, -1/47), (9/47, 8/47, 7/47, 6/47, 7/47, 5/47, 5/47), (1/47, 7/94, 6/47, 17/94, 6/47, 11/47, 11/47), (9/47, 8/47, 7/47, 6/47, 7/47, 5/47, 5/47), (-7/47, -1/47, 5/47, 11/47, 5/47, 17/47, 17/47), (-7/47, -1/47, 5/47, 11/47, 5/47, 17/47, 17/47) 
 (25/47, 17/47, 9/47, -7/47, 1/47, 9/47, -7/47), (17/47, 25/94, 8/47, -1/47, 7/94, 8/47, -1/47), (9/47, 8/47, 7/47, 5/47, 6/47, 7/47, 5/47), (-7/47, -1/47, 5/47, 17/47, 11/47, 5/47, 17/47), (1/47, 7/94, 6/47, 11/47, 17/94, 6/47, 11/47), (9/47, 8/47, 7/47, 5/47, 6/47, 7/47, 5/47), (-7/47, -1/47, 5/47, 17/47, 11/47, 5/47, 17/47) 
 (25/47, 17/47, 9/47, -7/47, 9/47, 1/47, -7/47), (17/47, 25/94, 8/47, -1/47, 8/47, 7/94, -1/47), (9/47, 8/47, 7/47, 5/47, 7/47, 6/47, 5/47), (-7/47, -1/47, 5/47, 17/47, 5/47, 11/47, 17/47), (9/47, 8/47, 7/47, 5/47, 7/47, 6/47, 5/47), (1/47, 7/94, 6/47, 11/47, 6/47, 17/94, 11/47), (-7/47, -1/47, 5/47, 17/47, 5/47, 11/47, 17/47) 
 (25/47, 17/47, 9/47, -7/47, 9/47, -7/47, 1/47), (17/47, 25/94, 8/47, -1/47, 8/47, -1/47, 7/94), (9/47, 8/47, 7/47, 5/47, 7/47, 5/47, 6/47), (-7/47, -1/47, 5/47, 17/47, 5/47, 17/47, 11/47), (9/47, 8/47, 7/47, 5/47, 7/47, 5/47, 6/47), (-7/47, -1/47, 5/47, 17/47, 5/47, 17/47, 11/47), (1/47, 7/94, 6/47, 11/47, 6/47, 11/47, 17/94) 
 (25/47, 17/47, 9/47, 9/47, 1/47, -7/47, -7/47), (17/47, 25/94, 8/47, 8/47, 7/94, -1/47, -1/47), (9/47, 8/47, 7/47, 7/47, 6/47, 5/47, 5/47), (9/47, 8/47, 7/47, 7/47, 6/47, 5/47, 5/47), (1/47, 7/94, 6/47, 6/47, 17/94, 11/47, 11/47), (-7/47, -1/47, 5/47, 5/47, 11/47, 17/47, 17/47), (-7/47, -1/47, 5/47, 5/47, 11/47, 17/47, 17/47) 
 (25/47, 17/47, 9/47, 9/47, -7/47, 1/47, -7/47), (17/47, 25/94, 8/47, 8/47, -1/47, 7/94, -1/47), (9/47, 8/47, 7/47, 7/47, 5/47, 6/47, 5/47), (9/47, 8/47, 7/47, 7/47, 5/47, 6/47, 5/47), (-7/47, -1/47, 5/47, 5/47, 17/47, 11/47, 17/47), (1/47, 7/94, 6/47, 6/47, 11/47, 17/94, 11/47), (-7/47, -1/47, 5/47, 5/47, 17/47, 11/47, 17/47) 
 (25/47, 17/47, 9/47, 9/47, -7/47, -7/47, 1/47), (17/47, 25/94, 8/47, 8/47, -1/47, -1/47, 7/94), (9/47, 8/47, 7/47, 7/47, 5/47, 5/47, 6/47), (9/47, 8/47, 7/47, 7/47, 5/47, 5/47, 6/47), (-7/47, -1/47, 5/47, 5/47, 17/47, 17/47, 11/47), (-7/47, -1/47, 5/47, 5/47, 17/47, 17/47, 11/47), (1/47, 7/94, 6/47, 6/47, 11/47, 11/47, 17/94) 
 (25/47, 9/47, 1/47, 17/47, -7/47, 9/47, -7/47), (9/47, 7/47, 6/47, 8/47, 5/47, 7/47, 5/47), (1/47, 6/47, 17/94, 7/94, 11/47, 6/47, 11/47), (17/47, 8/47, 7/94, 25/94, -1/47, 8/47, -1/47), (-7/47, 5/47, 11/47, -1/47, 17/47, 5/47, 17/47), (9/47, 7/47, 6/47, 8/47, 5/47, 7/47, 5/47), (-7/47, 5/47, 11/47, -1/47, 17/47, 5/47, 17/47) 
 (25/47, 9/47, 17/47, 1/47, -7/47, 9/47, -7/47), (9/47, 7/47, 8/47, 6/47, 5/47, 7/47, 5/47), (17/47, 8/47, 25/94, 7/94, -1/47, 8/47, -1/47), (1/47, 6/47, 7/94, 17/94, 11/47, 6/47, 11/47), (-7/47, 5/47, -1/47, 11/47, 17/47, 5/47, 17/47), (9/47, 7/47, 8/47, 6/47, 5/47, 7/47, 5/47), (-7/47, 5/47, -1/47, 11/47, 17/47, 5/47, 17/47) 
 (25/47, 9/47, 17/47, 1/47, 9/47, -7/47, -7/47), (9/47, 7/47, 8/47, 6/47, 7/47, 5/47, 5/47), (17/47, 8/47, 25/94, 7/94, 8/47, -1/47, -1/47), (1/47, 6/47, 7/94, 17/94, 6/47, 11/47, 11/47), (9/47, 7/47, 8/47, 6/47, 7/47, 5/47, 5/47), (-7/47, 5/47, -1/47, 11/47, 5/47, 17/47, 17/47), (-7/47, 5/47, -1/47, 11/47, 5/47, 17/47, 17/47) 
 (25/47, 9/47, 17/47, -7/47, 9/47, 1/47, -7/47), (9/47, 7/47, 8/47, 5/47, 7/47, 6/47, 5/47), (17/47, 8/47, 25/94, -1/47, 8/47, 7/94, -1/47), (-7/47, 5/47, -1/47, 17/47, 5/47, 11/47, 17/47), (9/47, 7/47, 8/47, 5/47, 7/47, 6/47, 5/47), (1/47, 6/47, 7/94, 11/47, 6/47, 17/94, 11/47), (-7/47, 5/47, -1/47, 17/47, 5/47, 11/47, 17/47) 
 (25/47, 9/47, 17/47, 9/47, 1/47, -7/47, -7/47), (9/47, 7/47, 8/47, 7/47, 6/47, 5/47, 5/47), (17/47, 8/47, 25/94, 8/47, 7/94, -1/47, -1/47), (9/47, 7/47, 8/47, 7/47, 6/47, 5/47, 5/47), (1/47, 6/47, 7/94, 6/47, 17/94, 11/47, 11/47), (-7/47, 5/47, -1/47, 5/47, 11/47, 17/47, 17/47), (-7/47, 5/47, -1/47, 5/47, 11/47, 17/47, 17/47) 
 (25/47, 9/47, 17/47, 9/47, -7/47, 1/47, -7/47), (9/47, 7/47, 8/47, 7/47, 5/47, 6/47, 5/47), (17/47, 8/47, 25/94, 8/47, -1/47, 7/94, -1/47), (9/47, 7/47, 8/47, 7/47, 5/47, 6/47, 5/47), (-7/47, 5/47, -1/47, 5/47, 17/47, 11/47, 17/47), (1/47, 6/47, 7/94, 6/47, 11/47, 17/94, 11/47), (-7/47, 5/47, -1/47, 5/47, 17/47, 11/47, 17/47) 
 (25/47, 9/47, -7/47, 17/47, 9/47, 1/47, -7/47), (9/47, 7/47, 5/47, 8/47, 7/47, 6/47, 5/47), (-7/47, 5/47, 17/47, -1/47, 5/47, 11/47, 17/47), (17/47, 8/47, -1/47, 25/94, 8/47, 7/94, -1/47), (9/47, 7/47, 5/47, 8/47, 7/47, 6/47, 5/47), (1/47, 6/47, 11/47, 7/94, 6/47, 17/94, 11/47), (-7/47, 5/47, 17/47, -1/47, 5/47, 11/47, 17/47) 
 (25/47, 9/47, -7/47, 9/47, 17/47, 1/47, -7/47), (9/47, 7/47, 5/47, 7/47, 8/47, 6/47, 5/47), (-7/47, 5/47, 17/47, 5/47, -1/47, 11/47, 17/47), (9/47, 7/47, 5/47, 7/47, 8/47, 6/47, 5/47), (17/47, 8/47, -1/47, 8/47, 25/94, 7/94, -1/47), (1/47, 6/47, 11/47, 6/47, 7/94, 17/94, 11/47), (-7/47, 5/47, 17/47, 5/47, -1/47, 11/47, 17/47) 
 (25/47, 9/47, 9/47, 17/47, 1/47, -7/47, -7/47), (9/47, 7/47, 7/47, 8/47, 6/47, 5/47, 5/47), (9/47, 7/47, 7/47, 8/47, 6/47, 5/47, 5/47), (17/47, 8/47, 8/47, 25/94, 7/94, -1/47, -1/47), (1/47, 6/47, 6/47, 7/94, 17/94, 11/47, 11/47), (-7/47, 5/47, 5/47, -1/47, 11/47, 17/47, 17/47), (-7/47, 5/47, 5/47, -1/47, 11/47, 17/47, 17/47) 
 (25/47, 9/47, 9/47, 17/47, -7/47, 1/47, -7/47), (9/47, 7/47, 7/47, 8/47, 5/47, 6/47, 5/47), (9/47, 7/47, 7/47, 8/47, 5/47, 6/47, 5/47), (17/47, 8/47, 8/47, 25/94, -1/47, 7/94, -1/47), (-7/47, 5/47, 5/47, -1/47, 17/47, 11/47, 17/47), (1/47, 6/47, 6/47, 7/94, 11/47, 17/94, 11/47), (-7/47, 5/47, 5/47, -1/47, 17/47, 11/47, 17/47) 
 (25/47, 9/47, 9/47, -7/47, 17/47, 1/47, -7/47), (9/47, 7/47, 7/47, 5/47, 8/47, 6/47, 5/47), (9/47, 7/47, 7/47, 5/47, 8/47, 6/47, 5/47), (-7/47, 5/47, 5/47, 17/47, -1/47, 11/47, 17/47), (17/47, 8/47, 8/47, -1/47, 25/94, 7/94, -1/47), (1/47, 6/47, 6/47, 11/47, 7/94, 17/94, 11/47), (-7/47, 5/47, 5/47, 17/47, -1/47, 11/47, 17/47) 
 (25/54, 13/36, 17/108, 7/27, -5/108, -4/27, -5/108), (13/36, 7/24, 11/72, 2/9, 1/72, -1/18, 1/72), (17/108, 11/72, 31/216, 4/27, 29/216, 7/54, 29/216), (7/27, 2/9, 4/27, 5/27, 2/27, 1/27, 2/27), (-5/108, 1/72, 29/216, 2/27, 55/216, 17/54, 55/216), (-4/27, -1/18, 7/54, 1/27, 17/54, 11/27, 17/54), (-5/108, 1/72, 29/216, 2/27, 55/216, 17/54, 55/216) 
 (25/54, 13/36, -5/108, 7/27, 17/108, -5/108, -4/27), (13/36, 7/24, 1/72, 2/9, 11/72, 1/72, -1/18), (-5/108, 1/72, 55/216, 2/27, 29/216, 55/216, 17/54), (7/27, 2/9, 2/27, 5/27, 4/27, 2/27, 1/27), (17/108, 11/72, 29/216, 4/27, 31/216, 29/216, 7/54), (-5/108, 1/72, 55/216, 2/27, 29/216, 55/216, 17/54), (-4/27, -1/18, 17/54, 1/27, 7/54, 17/54, 11/27) 
 (25/54, 13/36, 7/27, 17/108, -5/108, -4/27, -5/108), (13/36, 7/24, 2/9, 11/72, 1/72, -1/18, 1/72), (7/27, 2/9, 5/27, 4/27, 2/27, 1/27, 2/27), (17/108, 11/72, 4/27, 31/216, 29/216, 7/54, 29/216), (-5/108, 1/72, 2/27, 29/216, 55/216, 17/54, 55/216), (-4/27, -1/18, 1/27, 7/54, 17/54, 11/27, 17/54), (-5/108, 1/72, 2/27, 29/216, 55/216, 17/54, 55/216) 
 (25/54, 13/36, 7/27, 17/108, -5/108, -5/108, -4/27), (13/36, 7/24, 2/9, 11/72, 1/72, 1/72, -1/18), (7/27, 2/9, 5/27, 4/27, 2/27, 2/27, 1/27), (17/108, 11/72, 4/27, 31/216, 29/216, 29/216, 7/54), (-5/108, 1/72, 2/27, 29/216, 55/216, 55/216, 17/54), (-5/108, 1/72, 2/27, 29/216, 55/216, 55/216, 17/54), (-4/27, -1/18, 1/27, 7/54, 17/54, 17/54, 11/27) 
 (25/54, 13/36, 7/27, -5/108, 17/108, -5/108, -4/27), (13/36, 7/24, 2/9, 1/72, 11/72, 1/72, -1/18), (7/27, 2/9, 5/27, 2/27, 4/27, 2/27, 1/27), (-5/108, 1/72, 2/27, 55/216, 29/216, 55/216, 17/54), (17/108, 11/72, 4/27, 29/216, 31/216, 29/216, 7/54), (-5/108, 1/72, 2/27, 55/216, 29/216, 55/216, 17/54), (-4/27, -1/18, 1/27, 17/54, 7/54, 17/54, 11/27) 
 (25/54, 17/108, 13/36, 7/27, -5/108, -4/27, -5/108), (17/108, 31/216, 11/72, 4/27, 29/216, 7/54, 29/216), (13/36, 11/72, 7/24, 2/9, 1/72, -1/18, 1/72), (7/27, 4/27, 2/9, 5/27, 2/27, 1/27, 2/27), (-5/108, 29/216, 1/72, 2/27, 55/216, 17/54, 55/216), (-4/27, 7/54, -1/18, 1/27, 17/54, 11/27, 17/54), (-5/108, 29/216, 1/72, 2/27, 55/216, 17/54, 55/216) 
 (25/54, 17/108, 7/27, 13/36, -5/108, -4/27, -5/108), (17/108, 31/216, 4/27, 11/72, 29/216, 7/54, 29/216), (7/27, 4/27, 5/27, 2/9, 2/27, 1/27, 2/27), (13/36, 11/72, 2/9, 7/24, 1/72, -1/18, 1/72), (-5/108, 29/216, 2/27, 1/72, 55/216, 17/54, 55/216), (-4/27, 7/54, 1/27, -1/18, 17/54, 11/27, 17/54), (-5/108, 29/216, 2/27, 1/72, 55/216, 17/54, 55/216) 
 (25/54, 17/108, 7/27, -5/108, 13/36, -4/27, -5/108), (17/108, 31/216, 4/27, 29/216, 11/72, 7/54, 29/216), (7/27, 4/27, 5/27, 2/27, 2/9, 1/27, 2/27), (-5/108, 29/216, 2/27, 55/216, 1/72, 17/54, 55/216), (13/36, 11/72, 2/9, 1/72, 7/24, -1/18, 1/72), (-4/27, 7/54, 1/27, 17/54, -1/18, 11/27, 17/54), (-5/108, 29/216, 2/27, 55/216, 1/72, 17/54, 55/216) 
 (25/54, -5/108, 13/36, 7/27, 17/108, -5/108, -4/27), (-5/108, 55/216, 1/72, 2/27, 29/216, 55/216, 17/54), (13/36, 1/72, 7/24, 2/9, 11/72, 1/72, -1/18), (7/27, 2/27, 2/9, 5/27, 4/27, 2/27, 1/27), (17/108, 29/216, 11/72, 4/27, 31/216, 29/216, 7/54), (-5/108, 55/216, 1/72, 2/27, 29/216, 55/216, 17/54), (-4/27, 17/54, -1/18, 1/27, 7/54, 17/54, 11/27) 
 (25/54, 7/27, 13/36, 17/108, -5/108, -4/27, -5/108), (7/27, 5/27, 2/9, 4/27, 2/27, 1/27, 2/27), (13/36, 2/9, 7/24, 11/72, 1/72, -1/18, 1/72), (17/108, 4/27, 11/72, 31/216, 29/216, 7/54, 29/216), (-5/108, 2/27, 1/72, 29/216, 55/216, 17/54, 55/216), (-4/27, 1/27, -1/18, 7/54, 17/54, 11/27, 17/54), (-5/108, 2/27, 1/72, 29/216, 55/216, 17/54, 55/216) 
 (25/54, 7/27, 17/108, 13/36, -5/108, -4/27, -5/108), (7/27, 5/27, 4/27, 2/9, 2/27, 1/27, 2/27), (17/108, 4/27, 31/216, 11/72, 29/216, 7/54, 29/216), (13/36, 2/9, 11/72, 7/24, 1/72, -1/18, 1/72), (-5/108, 2/27, 29/216, 1/72, 55/216, 17/54, 55/216), (-4/27, 1/27, 7/54, -1/18, 17/54, 11/27, 17/54), (-5/108, 2/27, 29/216, 1/72, 55/216, 17/54, 55/216) 
 (25/54, 7/27, 17/108, -5/108, 13/36, -4/27, -5/108), (7/27, 5/27, 4/27, 2/27, 2/9, 1/27, 2/27), (17/108, 4/27, 31/216, 29/216, 11/72, 7/54, 29/216), (-5/108, 2/27, 29/216, 55/216, 1/72, 17/54, 55/216), (13/36, 2/9, 11/72, 1/72, 7/24, -1/18, 1/72), (-4/27, 1/27, 7/54, 17/54, -1/18, 11/27, 17/54), (-5/108, 2/27, 29/216, 55/216, 1/72, 17/54, 55/216) 
 (25/54, 7/27, -4/27, 7/27, 1/18, -4/27, 7/27), (7/27, 5/27, 1/27, 5/27, 1/9, 1/27, 5/27), (-4/27, 1/27, 11/27, 1/27, 2/9, 11/27, 1/27), (7/27, 5/27, 1/27, 5/27, 1/9, 1/27, 5/27), (1/18, 1/9, 2/9, 1/9, 1/6, 2/9, 1/9), (-4/27, 1/27, 11/27, 1/27, 2/9, 11/27, 1/27), (7/27, 5/27, 1/27, 5/27, 1/9, 1/27, 5/27) 
 (25/54, 7/27, -4/27, 7/27, 1/18, 7/27, -4/27), (7/27, 5/27, 1/27, 5/27, 1/9, 5/27, 1/27), (-4/27, 1/27, 11/27, 1/27, 2/9, 1/27, 11/27), (7/27, 5/27, 1/27, 5/27, 1/9, 5/27, 1/27), (1/18, 1/9, 2/9, 1/9, 1/6, 1/9, 2/9), (7/27, 5/27, 1/27, 5/27, 1/9, 5/27, 1/27), (-4/27, 1/27, 11/27, 1/27, 2/9, 1/27, 11/27) 
 (25/54, 7/27, -4/27, 7/27, 7/27, 1/18, -4/27), (7/27, 5/27, 1/27, 5/27, 5/27, 1/9, 1/27), (-4/27, 1/27, 11/27, 1/27, 1/27, 2/9, 11/27), (7/27, 5/27, 1/27, 5/27, 5/27, 1/9, 1/27), (7/27, 5/27, 1/27, 5/27, 5/27, 1/9, 1/27), (1/18, 1/9, 2/9, 1/9, 1/9, 1/6, 2/9), (-4/27, 1/27, 11/27, 1/27, 1/27, 2/9, 11/27) 
 (25/54, 7/27, 7/27, 1/18, -4/27, 7/27, -4/27), (7/27, 5/27, 5/27, 1/9, 1/27, 5/27, 1/27), (7/27, 5/27, 5/27, 1/9, 1/27, 5/27, 1/27), (1/18, 1/9, 1/9, 1/6, 2/9, 1/9, 2/9), (-4/27, 1/27, 1/27, 2/9, 11/27, 1/27, 11/27), (7/27, 5/27, 5/27, 1/9, 1/27, 5/27, 1/27), (-4/27, 1/27, 1/27, 2/9, 11/27, 1/27, 11/27) 
 (25/54, 7/27, 7/27, 1/18, 7/27, -4/27, -4/27), (7/27, 5/27, 5/27, 1/9, 5/27, 1/27, 1/27), (7/27, 5/27, 5/27, 1/9, 5/27, 1/27, 1/27), (1/18, 1/9, 1/9, 1/6, 1/9, 2/9, 2/9), (7/27, 5/27, 5/27, 1/9, 5/27, 1/27, 1/27), (-4/27, 1/27, 1/27, 2/9, 1/27, 11/27, 11/27), (-4/27, 1/27, 1/27, 2/9, 1/27, 11/27, 11/27) 
 (25/54, 7/27, 7/27, -4/27, 1/18, 7/27, -4/27), (7/27, 5/27, 5/27, 1/27, 1/9, 5/27, 1/27), (7/27, 5/27, 5/27, 1/27, 1/9, 5/27, 1/27), (-4/27, 1/27, 1/27, 11/27, 2/9, 1/27, 11/27), (1/18, 1/9, 1/9, 2/9, 1/6, 1/9, 2/9), (7/27, 5/27, 5/27, 1/27, 1/9, 5/27, 1/27), (-4/27, 1/27, 1/27, 11/27, 2/9, 1/27, 11/27) 
 (25/54, 7/27, 7/27, -4/27, 7/27, 1/18, -4/27), (7/27, 5/27, 5/27, 1/27, 5/27, 1/9, 1/27), (7/27, 5/27, 5/27, 1/27, 5/27, 1/9, 1/27), (-4/27, 1/27, 1/27, 11/27, 1/27, 2/9, 11/27), (7/27, 5/27, 5/27, 1/27, 5/27, 1/9, 1/27), (1/18, 1/9, 1/9, 2/9, 1/9, 1/6, 2/9), (-4/27, 1/27, 1/27, 11/27, 1/27, 2/9, 11/27) 
 (25/54, 7/27, 7/27, 7/27, 1/18, -4/27, -4/27), (7/27, 5/27, 5/27, 5/27, 1/9, 1/27, 1/27), (7/27, 5/27, 5/27, 5/27, 1/9, 1/27, 1/27), (7/27, 5/27, 5/27, 5/27, 1/9, 1/27, 1/27), (1/18, 1/9, 1/9, 1/9, 1/6, 2/9, 2/9), (-4/27, 1/27, 1/27, 1/27, 2/9, 11/27, 11/27), (-4/27, 1/27, 1/27, 1/27, 2/9, 11/27, 11/27) 
